lon,lat
126.9427791,35.2092308
126.94203454444444,35.208886766666666
126.94128998888888,35.20854273333333
126.94054543333333,35.2081987
126.93980087777777,35.20785466666666
126.93905632222223,35.207510633333335
126.93831176666667,35.2071666
126.93756721111112,35.206822566666666
126.93682265555556,35.20647853333333
126.9360781,35.2061345
126.8275098,35.2193205
126.82744696666667,35.219655044444444
126.82738413333334,35.21998958888889
126.8273213,35.220324133333335
126.82725846666666,35.22065867777778
126.82719563333333,35.220993222222226
126.8271328,35.22132776666667
126.82706996666666,35.22166231111111
126.82700713333332,35.22199685555556
126.8269443,35.2223314
126.828311,35.2157681
126.82822197777777,35.21616281111111
126.82813295555556,35.216557522222224
126.82804393333333,35.21695223333333
126.8279549111111,35.217346944444444
126.8278658888889,35.21774165555556
126.82777686666667,35.21813636666667
126.82768784444444,35.218531077777776
126.82759882222223,35.21892578888889
126.8275098,35.2193205
126.8433256,35.1999919
126.84283416666666,35.20039536666667
126.84234273333334,35.20079883333334
126.8418513,35.2012023
126.84135986666666,35.20160576666667
126.84086843333334,35.202009233333335
126.840377,35.202412700000004
126.83988556666667,35.202816166666665
126.83939413333334,35.20321963333333
126.8389027,35.2036231
126.8739076,35.1900463
126.87474434444444,35.18946528888889
126.87558108888888,35.188884277777774
126.87641783333333,35.188303266666665
126.87725457777778,35.187722255555556
126.87809132222222,35.18714124444444
126.87892806666666,35.18656023333333
126.87976481111112,35.18597922222222
126.88060155555556,35.18539821111111
126.8814383,35.1848172
126.9246924,35.1818878
126.92516441111111,35.18264572222222
126.92563642222223,35.18340364444444
126.92610843333333,35.18416156666667
126.92658044444444,35.18491948888889
126.92705245555555,35.18567741111111
126.92752446666667,35.18643533333333
126.92799647777777,35.187193255555556
126.92846848888888,35.18795117777778
126.9289405,35.1887091
126.9246659,35.1820668
126.92256956666667,35.18228047777778
126.92047323333333,35.18249415555556
126.9183769,35.18270783333333
126.91628056666666,35.18292151111111
126.91418423333333,35.18313518888889
126.91208789999999,35.18334886666667
126.90999156666666,35.18356254444444
126.90789523333332,35.18377622222222
126.9057989,35.1839899
126.9057989,35.1839899
126.90335972222222,35.18409252222222
126.90092054444445,35.184195144444445
126.89848136666666,35.18429776666667
126.89604218888888,35.18440038888889
126.89360301111111,35.18450301111111
126.89116383333334,35.184605633333334
126.88872465555555,35.184708255555556
126.88628547777778,35.18481087777778
126.8838463,35.1849135
126.9057989,35.1839899
126.90524415555555,35.18404424444444
126.90468941111111,35.18409858888889
126.90413466666666,35.18415293333334
126.90357992222222,35.18420727777778
126.90302517777778,35.18426162222222
126.90247043333333,35.18431596666667
126.90191568888889,35.18437031111112
126.90136094444445,35.18442465555556
126.9008062,35.184479
126.8789804,35.1859243
126.87788996666667,35.18664682222222
126.87679953333334,35.18736934444445
126.87570910000001,35.18809186666667
126.87461866666668,35.18881438888889
126.87352823333333,35.18953691111111
126.8724378,35.19025943333334
126.87134736666667,35.19098195555556
126.87025693333334,35.19170447777778
126.8691665,35.192427
126.8256937,35.231248
126.82575037777778,35.23079858888889
126.82580705555556,35.230349177777775
126.82586373333334,35.22989976666667
126.82592041111111,35.22945035555556
126.82597708888889,35.229000944444444
126.82603376666667,35.22855153333333
126.82609044444445,35.228102122222225
126.82614712222222,35.22765271111111
126.8262038,35.2272033
126.9433014,35.2097485
126.9423564,35.20930418888889
126.94141139999999,35.20885987777778
126.94046639999999,35.208415566666666
126.93952139999999,35.207971255555556
126.9385764,35.207526944444446
126.9376314,35.207082633333336
126.9366864,35.20663832222222
126.9357414,35.20619401111111
126.9347964,35.2057497
