lon,lat
129.086876,35.2952159
129.0883031888889,35.29434315555556
129.08973037777778,35.293470411111116
129.09115756666665,35.292597666666666
129.09258475555555,35.29172492222222
129.09401194444445,35.29085217777778
129.09543913333334,35.289979433333336
129.0968663222222,35.289106688888886
129.0982935111111,35.28823394444444
129.0997207,35.2873612
129.0997207,35.2873612
129.10022706666666,35.2868668
129.10073343333335,35.2863724
129.1012398,35.285878
129.10174616666666,35.285383599999996
129.10225253333334,35.2848892
129.1027589,35.2843948
129.10326526666665,35.2839004
129.10377163333334,35.283406
129.104278,35.2829116
129.104278,35.2829116
129.10475993333333,35.28178361111111
129.10524186666666,35.28065562222222
129.1057238,35.27952763333333
129.10620573333333,35.27839964444444
129.10668766666666,35.27727165555556
129.1071696,35.27614366666667
129.10765153333332,35.27501567777778
129.10813346666666,35.27388768888889
129.1086154,35.2727597
129.10814,35.2708532
129.10772846666666,35.27219963333333
129.10731693333332,35.27354606666666
129.1069054,35.2748925
129.10649386666665,35.27623893333333
129.10608233333335,35.27758536666666
129.1056708,35.278931799999995
129.10525926666668,35.280278233333334
129.10484773333334,35.281624666666666
129.1044362,35.2829711
129.1000232,35.2537808
129.09959884444444,35.25329332222222
129.0991744888889,35.252805844444445
129.09875013333334,35.252318366666664
129.09832577777777,35.25183088888889
129.09790142222224,35.25134341111111
129.09747706666667,35.250855933333334
129.0970527111111,35.25036845555555
129.09662835555557,35.24988097777778
129.096204,35.2493935
129.1044362,35.2829711
129.1040275777778,35.28340831111111
129.10361895555556,35.28384552222222
129.10321033333335,35.284282733333335
129.1028017111111,35.28471994444445
129.1023930888889,35.28515715555555
129.10198446666666,35.285594366666665
129.10157584444445,35.28603157777778
129.10116722222222,35.28646878888889
129.1007586,35.286906
129.1007586,35.286906
129.1000148777778,35.28731198888889
129.09927115555556,35.28771797777778
129.09852743333335,35.28812396666667
129.0977837111111,35.28852995555555
129.0970399888889,35.28893594444445
129.09629626666666,35.28934193333333
129.09555254444444,35.28974792222222
129.0948088222222,35.29015391111111
129.0940651,35.2905599
129.1086154,35.2727597
129.1076607111111,35.270650933333336
129.10670602222223,35.26854216666667
129.10575133333333,35.266433400000004
129.10479664444443,35.26432463333334
129.10384195555557,35.262215866666665
129.10288726666667,35.2601071
129.10193257777777,35.25799833333333
129.1009778888889,35.25588956666667
129.1000232,35.2537808
129.100335,35.2539989
129.1012022222222,35.2558716
129.10206944444445,35.2577443
129.10293666666666,35.259617
129.10380388888888,35.2614897
129.10467111111112,35.2633624
129.10553833333333,35.2652351
129.10640555555554,35.2671078
129.10727277777778,35.2689805
129.10814,35.2708532
129.096204,35.2493935
129.09592337777778,35.2491335
129.09564275555556,35.248873499999995
129.09536213333334,35.2486135
129.09508151111112,35.2483535
129.09480088888887,35.248093499999996
129.09452026666665,35.2478335
129.09423964444443,35.2475735
129.0939590222222,35.2473135
129.0936784,35.2470535
129.0940738,35.2471988
129.0947694888889,35.24795436666667
129.09546517777778,35.24870993333333
129.09616086666665,35.2494655
129.09685655555555,35.25022106666667
129.09755224444444,35.25097663333333
129.09824793333334,35.2517322
129.0989436222222,35.25248776666667
129.0996393111111,35.25324333333333
129.100335,35.2539989
